url_path,views_total,views_unique
/mponagandla/Python-Resume-Generator,8,7
/mponagandla/Python-Resume-Generator/pull/15,3,3
/mponagandla/Python-Resume-Generator/graphs/traffic,3,1
/mponagandla/Python-Resume-Generator/blob/master/resources/generated-resumes/Manoj Ponagandla JavaSpring.pdf,2,1
/mponagandla/Python-Resume-Generator/blob/master/resources/generated-resumes/github_SE3_opt2.pdf,2,1
/mponagandla/Python-Resume-Generator/blob/master/.env.example,1,1
/mponagandla/Python-Resume-Generator/blob/master/SECURITY.md,1,1
/mponagandla/Python-Resume-Generator/blob/master/generate_resume.py,1,1
/mponagandla/Python-Resume-Generator/blob/master/misc/job-descriptions/fullstack_ai_backend_expanded.yaml,1,1
/mponagandla/Python-Resume-Generator/blob/master/resources/resume.tex,1,1
